Entry	Entry name	Status	Gene names	EnsemblPlants transcript	Cross-reference (STRING)
A0A3Q7HM56	A0A3Q7HM56_SOLLC	unreviewed		Solyc06g036550.1.1;	
A0A3Q7G351	A0A3Q7G351_SOLLC	unreviewed		Solyc04g025377.1.1;	
A0A3Q7FL44	A0A3Q7FL44_SOLLC	unreviewed		Solyc03g063180.1.1;	
A0A3Q7IJ82	A0A3Q7IJ82_SOLLC	unreviewed	101251829	Solyc10g076830.2.1;	
A0A3Q7JH77	A0A3Q7JH77_SOLLC	unreviewed	101265978	Solyc10g086620.2.1;	
A0A3Q7H8R2	A0A3Q7H8R2_SOLLC	unreviewed		Solyc07g042380.3.1;	
A0A3Q7G4W9	A0A3Q7G4W9_SOLLC	unreviewed		Solyc04g051490.3.1;	
A0A3Q7GUP2	A0A3Q7GUP2_SOLLC	unreviewed		Solyc06g036600.2.1;	
A0A3Q7FNK7	A0A3Q7FNK7_SOLLC	unreviewed		Solyc03g097875.1.1;	
A0A3Q7HUZ0	A0A3Q7HUZ0_SOLLC	unreviewed	101252313	Solyc08g078840.3.1;	
A0A3Q7EBI1	A0A3Q7EBI1_SOLLC	unreviewed		Solyc01g016723.1.1;	
A0A3Q7I1I1	A0A3Q7I1I1_SOLLC	unreviewed		Solyc09g055300.2.1;	
A0A3Q7IJ68	A0A3Q7IJ68_SOLLC	unreviewed		Solyc10g077055.1.1;	
A0A3Q7FSK9	A0A3Q7FSK9_SOLLC	unreviewed		Solyc03g114540.2.1;	
A0A3Q7HBW3	A0A3Q7HBW3_SOLLC	unreviewed		Solyc07g042297.1.1;	
A0A3Q7FDD0	A0A3Q7FDD0_SOLLC	unreviewed	101263084	Solyc03g006580.3.1;	
A0A3Q7GCP8	A0A3Q7GCP8_SOLLC	unreviewed	101266717	Solyc04g082720.3.1;	
B5LRC9	B5LRC9_SOLLC	unreviewed			
A0A3Q7IXL9	A0A3Q7IXL9_SOLLC	unreviewed		Solyc11g056590.2.1;	
A0A3Q7HTQ8	A0A3Q7HTQ8_SOLLC	unreviewed	100736547	Solyc08g080150.1.1;	
A0A3Q7GBY4	A0A3Q7GBY4_SOLLC	unreviewed		Solyc04g082565.1.1;	
A0A3Q7EV59	A0A3Q7EV59_SOLLC	unreviewed		Solyc01g113620.2.1;	
A0A3Q7F7C6	A0A3Q7F7C6_SOLLC	unreviewed	101252821	Solyc01g098350.3.1;	
A0A3Q7ES89	A0A3Q7ES89_SOLLC	unreviewed		Solyc01g107440.2.1;	
A0A3Q7JCS6	A0A3Q7JCS6_SOLLC	unreviewed		Solyc12g088790.2.1;	
A0A3Q7GLE1	A0A3Q7GLE1_SOLLC	unreviewed	101260231	Solyc05g055800.3.1;	
A0A3Q7FNY7	A0A3Q7FNY7_SOLLC	unreviewed		Solyc03g094050.3.1;	
A0A3Q7IKB5	A0A3Q7IKB5_SOLLC	unreviewed		Solyc10g078900.2.1;	
A0A3Q7FDE9	A0A3Q7FDE9_SOLLC	unreviewed	101265802	Solyc03g006710.1.1;	
A0A3Q7IX91	A0A3Q7IX91_SOLLC	unreviewed	101253748	Solyc11g044880.2.1;	
A0A3Q7HKS3	A0A3Q7HKS3_SOLLC	unreviewed		Solyc06g017863.1.1;	
A0A3Q7GW54	A0A3Q7GW54_SOLLC	unreviewed		Solyc06g053245.1.1;	
A0A3Q7FK94	A0A3Q7FK94_SOLLC	unreviewed		Solyc03g082685.1.1;	
A0A3Q7FDH8	A0A3Q7FDH8_SOLLC	unreviewed		Solyc02g092790.3.1;	
A0A3Q7J1S8	A0A3Q7J1S8_SOLLC	unreviewed		Solyc12g005960.2.1;	
A0A3Q7HCS3	A0A3Q7HCS3_SOLLC	unreviewed		Solyc07g045060.1.1;	
A0A3Q7H590	A0A3Q7H590_SOLLC	unreviewed	101257975	Solyc06g084040.3.1;	
A0A3Q7JM93	A0A3Q7JM93_SOLLC	unreviewed		Solyc11g044340.2.1;	
A0A3Q7GEJ3	A0A3Q7GEJ3_SOLLC	unreviewed		Solyc05g016710.2.1;	
A0A494G9E7	A0A494G9E7_SOLLC	unreviewed		Solyc00g046580.1.1;	
A0A3Q7JDU9	A0A3Q7JDU9_SOLLC	unreviewed		Solyc10g075110.2.1;	
A0A3Q7GRS6	A0A3Q7GRS6_SOLLC	unreviewed		Solyc06g050837.1.1;	
A0A3Q7HMB7	A0A3Q7HMB7_SOLLC	unreviewed		Solyc08g062295.1.1;	
A0A3Q7HUC1	A0A3Q7HUC1_SOLLC	unreviewed	101259961	Solyc08g082130.3.1;	
A0A3Q7F3M0	A0A3Q7F3M0_SOLLC	unreviewed	101249579	Solyc01g088730.3.1;	
A0A3Q7I521	A0A3Q7I521_SOLLC	unreviewed		Solyc09g064744.1.1;	
A0A3Q7GH73	A0A3Q7GH73_SOLLC	unreviewed	109120256	Solyc05g013310.1.1;	
A0A3Q7GEA4	A0A3Q7GEA4_SOLLC	unreviewed		Solyc05g010805.1.1;	
A0A3Q7F5W3	A0A3Q7F5W3_SOLLC	unreviewed	104646023	Solyc02g080760.1.1;	
A0A3Q7G630	A0A3Q7G630_SOLLC	unreviewed		Solyc04g077550.1.1;	
O24033	O24033_SOLLC	unreviewed	N6		
A0A3Q7GBC4	A0A3Q7GBC4_SOLLC	unreviewed		Solyc05g009450.2.1;	
A0A097PMC4	A0A097PMC4_SOLLC	unreviewed			
A0A3Q7J7Z8	A0A3Q7J7Z8_SOLLC	unreviewed		Solyc12g036490.2.1;	
A0A3Q7H5E1	A0A3Q7H5E1_SOLLC	unreviewed	101251195	Solyc06g084320.1.1;	
Q9ZTV4	Q9ZTV4_SOLLC	unreviewed	COP1		
A0A3Q7GME3	A0A3Q7GME3_SOLLC	unreviewed		Solyc05g051996.1.1;	
A0A3Q7GEG3	A0A3Q7GEG3_SOLLC	unreviewed		Solyc05g016507.1.1;	
A0A3Q7J411	A0A3Q7J411_SOLLC	unreviewed		Solyc09g091670.3.1;	
A0A3Q7IJ36	A0A3Q7IJ36_SOLLC	unreviewed		Solyc10g076890.2.1;	
A0A3Q7H3T1	A0A3Q7H3T1_SOLLC	unreviewed	101257872	Solyc07g007500.3.1;	
A0A3Q7FIG3	A0A3Q7FIG3_SOLLC	unreviewed	101264987	Solyc02g038690.1.1;	
A0A3Q7IZL0	A0A3Q7IZL0_SOLLC	unreviewed		Solyc09g064490.2.1;	
A0A2S1VVR2	A0A2S1VVR2_SOLLC	unreviewed	YABBY1		
A0A346LVF5	A0A346LVF5_SOLLC	unreviewed			
O24022	O24022_SOLLC	unreviewed	lap17.1a		
A0A3Q7GZ87	A0A3Q7GZ87_SOLLC	unreviewed		Solyc06g072135.1.1;	
A0A3Q7ICV5	A0A3Q7ICV5_SOLLC	unreviewed		Solyc10g018580.1.1;	
A0A3Q7HSK4	A0A3Q7HSK4_SOLLC	unreviewed		Solyc08g079120.2.1;	
A0A494GA79	A0A494GA79_SOLLC	unreviewed		Solyc00g257110.3.1;	
Q9FR33	Q9FR33_SOLLC	unreviewed	A DDTFR10		
A0A3Q7IPA7	A0A3Q7IPA7_SOLLC	unreviewed		Solyc11g006805.1.1;	
A0A3Q7JCM6	A0A3Q7JCM6_SOLLC	unreviewed	101255776	Solyc12g088500.2.1;	
O24034	O24034_SOLLC	unreviewed	TOMCALM2LE		
A0A3Q7IFX7	A0A3Q7IFX7_SOLLC	unreviewed		Solyc10g047315.1.1;	
A0A3Q7F5M8	A0A3Q7F5M8_SOLLC	unreviewed		Solyc02g081485.1.1;	
A0A3Q7JHM6	A0A3Q7JHM6_SOLLC	unreviewed		Solyc11g005930.2.1;	
A0A3Q7JRG5	A0A3Q7JRG5_SOLLC	unreviewed	101264095	Solyc12g006630.2.1;	
A0A3Q7F975	A0A3Q7F975_SOLLC	unreviewed		Solyc02g086213.1.1;	
A0A3Q7J4M1	A0A3Q7J4M1_SOLLC	unreviewed		Solyc12g014270.2.1;	
A0A3Q7GGM0	A0A3Q7GGM0_SOLLC	unreviewed		Solyc05g016077.1.1;	
A0A3Q7GIE8	A0A3Q7GIE8_SOLLC	unreviewed		Solyc05g050760.1.1;	
A0A3Q7FEE5	A0A3Q7FEE5_SOLLC	unreviewed		Solyc01g110688.1.1;	
A0A3Q7IXG9	A0A3Q7IXG9_SOLLC	unreviewed	101260397	Solyc11g045350.2.1;	
A0A3Q7F026	A0A3Q7F026_SOLLC	unreviewed		Solyc02g067090.3.1;	
A0A3Q7HHW4	A0A3Q7HHW4_SOLLC	unreviewed		Solyc08g007380.3.1;	
A0A3Q7G0S1	A0A3Q7G0S1_SOLLC	unreviewed		Solyc04g049530.1.1;	
A0A3Q7HS47	A0A3Q7HS47_SOLLC	unreviewed		Solyc08g078360.1.1;	
A0A3Q7HNE3	A0A3Q7HNE3_SOLLC	unreviewed		Solyc08g041687.1.1;	
A0A3Q7FRG5	A0A3Q7FRG5_SOLLC	unreviewed	101266808	Solyc03g114520.3.1;	
A0A3Q7G5G4	A0A3Q7G5G4_SOLLC	unreviewed	101249346	Solyc04g057870.3.1;	
A0A3Q7FCG5	A0A3Q7FCG5_SOLLC	unreviewed		Solyc03g005015.1.1;	
A0A3Q7I411	A0A3Q7I411_SOLLC	unreviewed		Solyc09g065175.1.1;	
A0A3Q7H519	A0A3Q7H519_SOLLC	unreviewed	101256687	Solyc07g008590.1.1;	
A0A3Q7EVH4	A0A3Q7EVH4_SOLLC	unreviewed		Solyc02g014775.1.1;	
A0A3Q7GI40	A0A3Q7GI40_SOLLC	unreviewed	101255592	Solyc05g024260.3.1;	
A0A3Q7GI59	A0A3Q7GI59_SOLLC	unreviewed		Solyc05g014845.1.1;	
A0A3Q7JYT4	A0A3Q7JYT4_SOLLC	unreviewed	543729	Solyc12g099200.2.1;	
A0A3Q7IVF9	A0A3Q7IVF9_SOLLC	unreviewed		Solyc11g040340.2.1;	
A0A3Q7EGV4	A0A3Q7EGV4_SOLLC	unreviewed	101262349	Solyc01g079220.3.1;	
A0A3Q7HST3	A0A3Q7HST3_SOLLC	unreviewed		Solyc06g066510.1.1;	
A0A3Q7FGV0	A0A3Q7FGV0_SOLLC	unreviewed		Solyc02g022870.3.1;	
A0A3Q7ESN6	A0A3Q7ESN6_SOLLC	unreviewed		Solyc01g105660.3.1;	
A0A3Q7IPJ4	A0A3Q7IPJ4_SOLLC	unreviewed	101258682	Solyc08g079710.3.1;	
A0A3Q7GD41	A0A3Q7GD41_SOLLC	unreviewed		Solyc05g008590.3.1;	
A0A3Q7G3D1	A0A3Q7G3D1_SOLLC	unreviewed		Solyc04g049925.1.1;	
A0A3Q7GAC4	A0A3Q7GAC4_SOLLC	unreviewed		Solyc04g078850.3.1;	
A0A3Q7ICZ5	A0A3Q7ICZ5_SOLLC	unreviewed	101264765	Solyc10g009400.3.1;	
A0A3Q7GLF8	A0A3Q7GLF8_SOLLC	unreviewed		Solyc05g052320.3.1;	
A0A3Q7IPJ8	A0A3Q7IPJ8_SOLLC	unreviewed	101258088	Solyc08g079730.1.1;	
A0A3Q7IFU2	A0A3Q7IFU2_SOLLC	unreviewed		Solyc10g049615.1.1;	
A0A3Q7JC77	A0A3Q7JC77_SOLLC	unreviewed		Solyc12g077595.1.1;	
A0A3Q7HBC7	A0A3Q7HBC7_SOLLC	unreviewed		Solyc07g039500.3.1;	
A0A3Q7H7Q2	A0A3Q7H7Q2_SOLLC	unreviewed		Solyc05g010640.3.1;	
A0A3Q7G6U5	A0A3Q7G6U5_SOLLC	unreviewed	101258651	Solyc04g072300.1.1;	
A0A3Q7IX94	A0A3Q7IX94_SOLLC	unreviewed	101055558	Solyc11g044910.2.1;	
A0A3Q7E8S4	A0A3Q7E8S4_SOLLC	unreviewed	104645412	Solyc01g008300.2.1;	
A0A3Q7J8T4	A0A3Q7J8T4_SOLLC	unreviewed		Solyc12g036673.1.1;	
A0A3Q7FLR6	A0A3Q7FLR6_SOLLC	unreviewed		Solyc03g095370.3.1;	
A0A3Q7GJK5	A0A3Q7GJK5_SOLLC	unreviewed		Solyc05g018340.3.1;	
A0A3Q7H810	A0A3Q7H810_SOLLC	unreviewed		Solyc07g032680.1.1;	
A0A3Q7EBG8	A0A3Q7EBG8_SOLLC	unreviewed	101260463	Solyc01g015080.3.1;	
A0A3Q7IHP9	A0A3Q7IHP9_SOLLC	unreviewed		Solyc10g052820.1.1;	
A0A3Q7HBQ5	A0A3Q7HBQ5_SOLLC	unreviewed		Solyc07g052570.3.1;	
A0A3Q7J3T9	A0A3Q7J3T9_SOLLC	unreviewed	101257837	Solyc12g010870.2.1;	
A0A3Q7G4V4	A0A3Q7G4V4_SOLLC	unreviewed		Solyc04g051410.3.1;	
A0A3Q7EMD6	A0A3Q7EMD6_SOLLC	unreviewed		Solyc01g097850.1.1;	
A0A3Q7HVJ7	A0A3Q7HVJ7_SOLLC	unreviewed		Solyc09g005134.1.1;	
A0A3Q7FXF7	A0A3Q7FXF7_SOLLC	unreviewed	101260992	Solyc02g089420.1.1;	
A0A3Q7FM17	A0A3Q7FM17_SOLLC	unreviewed		Solyc03g095410.3.1;	
A0A3Q7ESI1	A0A3Q7ESI1_SOLLC	unreviewed		Solyc01g008790.3.1;	
A0A3Q7FHS0	A0A3Q7FHS0_SOLLC	unreviewed		Solyc02g032260.1.1;	
A0A3Q7FR74	A0A3Q7FR74_SOLLC	unreviewed		Solyc03g111780.1.1;	
A0A3Q7HEM3	A0A3Q7HEM3_SOLLC	unreviewed		Solyc07g062890.3.1;	
A0A3Q7HFD1	A0A3Q7HFD1_SOLLC	unreviewed		Solyc07g064240.3.1;	
A0A3Q7IXY7	A0A3Q7IXY7_SOLLC	unreviewed		Solyc11g065135.1.1;	
A0A3Q7GQD5	A0A3Q7GQD5_SOLLC	unreviewed		Solyc04g009990.3.1;	
A0A3Q7I7S1	A0A3Q7I7S1_SOLLC	unreviewed		Solyc09g090880.1.1;	
A0A3Q7ES07	A0A3Q7ES07_SOLLC	unreviewed		Solyc01g106910.3.1;	
Q9XEX7	Q9XEX7_SOLLC	unreviewed	HSP90		
A0A3Q7I246	A0A3Q7I246_SOLLC	unreviewed		Solyc09g018840.3.1;	
A0A3Q7JAM6	A0A3Q7JAM6_SOLLC	unreviewed		Solyc12g049660.1.1;	
A0A3Q7FCF6	A0A3Q7FCF6_SOLLC	unreviewed		Solyc02g091620.2.1;	
A0A3Q7FCI7	A0A3Q7FCI7_SOLLC	unreviewed		Solyc03g005110.3.1;	
A0A3Q7F041	A0A3Q7F041_SOLLC	unreviewed		Solyc02g061665.1.1;	
A0A3Q7IUI8	A0A3Q7IUI8_SOLLC	unreviewed		Solyc11g027775.1.1;	
A0A3Q7HZT5	A0A3Q7HZT5_SOLLC	unreviewed		Solyc09g010710.3.1;	
A0A3Q7FL75	A0A3Q7FL75_SOLLC	unreviewed		Solyc03g063355.1.1;	
A0A3Q7HPI8	A0A3Q7HPI8_SOLLC	unreviewed	101257179	Solyc06g053920.3.1;	
A0A3Q7EK65	A0A3Q7EK65_SOLLC	unreviewed		Solyc01g091160.3.1;	
A0A3Q7F9C1	A0A3Q7F9C1_SOLLC	unreviewed		Solyc02g084670.3.1;	
A0A494G8Q3	A0A494G8Q3_SOLLC	unreviewed		Solyc00g012700.2.1;	
A0A3Q7H8E1	A0A3Q7H8E1_SOLLC	unreviewed		Solyc07g015980.3.1;	
A0A3Q7F2U3	A0A3Q7F2U3_SOLLC	unreviewed	101253446	Solyc02g071260.3.1;	
A0A3Q7FY91	A0A3Q7FY91_SOLLC	unreviewed		Solyc04g005210.2.1;	
A0A3Q7GWZ8	A0A3Q7GWZ8_SOLLC	unreviewed		Solyc06g059755.1.1;	
A0A3Q7I6J1	A0A3Q7I6J1_SOLLC	unreviewed		Solyc09g074430.3.1;	
Q84VT8	Q84VT8_SOLLC	unreviewed	APS-AA2		
A0A3Q7H7K4	A0A3Q7H7K4_SOLLC	unreviewed		Solyc05g010427.1.1;	
A0A3Q7F4V6	A0A3Q7F4V6_SOLLC	unreviewed	101259022	Solyc02g080100.1.1;	
A0A3Q7JPG0	A0A3Q7JPG0_SOLLC	unreviewed		Solyc11g068820.2.1;	
R4KWJ6	R4KWJ6_SOLLC	unreviewed	rbcL		
A0A3Q7IQH1	A0A3Q7IQH1_SOLLC	unreviewed		Solyc08g081610.3.1;	
A0A3Q7IBF4	A0A3Q7IBF4_SOLLC	unreviewed	101250634	Solyc10g006310.3.1;	
O49168	O49168_SOLLC	unreviewed			
A0A3Q7FX54	A0A3Q7FX54_SOLLC	unreviewed		Solyc02g088860.2.1;	
A0A3Q7GJY3	A0A3Q7GJY3_SOLLC	unreviewed		Solyc05g046295.1.1;	
A0A3Q7FQE9	A0A3Q7FQE9_SOLLC	unreviewed		Solyc03g097380.3.1;	
A0A3Q7IMZ6	A0A3Q7IMZ6_SOLLC	unreviewed	101245482	Solyc08g076850.3.1;	
A0A3Q7IRS1	A0A3Q7IRS1_SOLLC	unreviewed		Solyc11g010110.2.1;	
Q68HC8	Q68HC8_SOLLC	unreviewed	GPI		
A0A3Q7F7Z4	A0A3Q7F7Z4_SOLLC	unreviewed	104645733	Solyc02g086000.2.1;	
A0A3Q7J054	A0A3Q7J054_SOLLC	unreviewed		Solyc11g069140.2.1;	
A0A3Q7G185	A0A3Q7G185_SOLLC	unreviewed	101265801	Solyc03g005720.3.1;	
Q9SMD2	Q9SMD2_SOLLC	unreviewed	cycB1.1		
A0A3Q7IH42	A0A3Q7IH42_SOLLC	unreviewed		Solyc08g028973.1.1;	
A0A3Q7ILP7	A0A3Q7ILP7_SOLLC	unreviewed		Solyc10g081680.1.1;	
A0A3Q7GES1	A0A3Q7GES1_SOLLC	unreviewed		Solyc05g008260.3.1;	
A0A3Q7IR94	A0A3Q7IR94_SOLLC	unreviewed		Solyc11g011400.2.1;	
A0A3Q7ET95	A0A3Q7ET95_SOLLC	unreviewed		Solyc01g106905.1.1;	
A0A3Q7FPM2	A0A3Q7FPM2_SOLLC	unreviewed		Solyc03g096110.2.1;	
A0A494G948	A0A494G948_SOLLC	unreviewed		Solyc00g024370.1.1;	
K4CB55	K4CB55_SOLLC	unreviewed	101248888	Solyc07g005840.2.1;	4081.Solyc07g005840.2.1;
K4CR53	K4CR53_SOLLC	unreviewed		Solyc09g010250.1.1;	
K4D355	K4D355_SOLLC	unreviewed		Solyc10g081690.1.1;	4081.Solyc10g081690.1.1;
A0A3Q7HW25	A0A3Q7HW25_SOLLC	unreviewed	101260560	Solyc08g081090.1.1;	
C0LIR5	C0LIR5_SOLLC	unreviewed	MST2		4081.Solyc02g078990.2.1;
K4BY86	K4BY86_SOLLC	unreviewed		Solyc05g013650.2.1;	4081.Solyc05g013650.2.1;
K4B5Z4	K4B5Z4_SOLLC	unreviewed		Solyc02g044050.1.1;	4081.Solyc02g044050.1.1;
K4B0A6	K4B0A6_SOLLC	unreviewed	101258598	Solyc01g097180.2.1;	
K4CJP4	K4CJP4_SOLLC	unreviewed		Solyc08g023240.1.1;	
A0A3Q7ITL3	A0A3Q7ITL3_SOLLC	unreviewed		Solyc11g020100.2.1;	
A0A3Q7GSG2	A0A3Q7GSG2_SOLLC	unreviewed	101262523	Solyc06g053150.1.1;	
Q7XZS6	Q7XZS6_SOLLC	unreviewed			4081.Solyc06g073460.2.1;
K4CLD8	K4CLD8_SOLLC	unreviewed		Solyc08g065580.1.1;	4081.Solyc08g065580.1.1;
K4AUU2	K4AUU2_SOLLC	unreviewed		Solyc01g017610.1.1;	4081.Solyc01g017610.1.1;
A0A3Q7GE92	A0A3Q7GE92_SOLLC	unreviewed		Solyc05g007350.2.1;	
K4D143	K4D143_SOLLC	unreviewed		Solyc10g054450.1.1;	
K4D030	K4D030_SOLLC	unreviewed	LecRK Solyc10g047680.1.1		
K4B5Y7	K4B5Y7_SOLLC	unreviewed		Solyc02g043980.1.1;	
K4B1J2	K4B1J2_SOLLC	unreviewed		Solyc01g102640.2.1;	4081.Solyc01g102640.2.1;
K4ATY7	K4ATY7_SOLLC	unreviewed		Solyc01g011520.1.1;	4081.Solyc01g011520.1.1;
K4B6Y0	K4B6Y0_SOLLC	unreviewed		Solyc02g065480.2.1;	4081.Solyc02g065480.2.1;
K4AXF1	K4AXF1_SOLLC	unreviewed		Solyc01g074060.1.1;	4081.Solyc01g074060.1.1;
K4C0S1	K4C0S1_SOLLC	unreviewed	104647604	Solyc05g045880.1.1;	
Q8GTG1	Q8GTG1_SOLLC	unreviewed			
A0A3Q7IYV6	A0A3Q7IYV6_SOLLC	unreviewed		Solyc09g059996.1.1;	
Q9ZS81	Q9ZS81_SOLLC	unreviewed	Hcr9-NL0E		4081.Solyc01g005780.1.1;
K4CKT2	K4CKT2_SOLLC	unreviewed		Solyc08g061430.1.1;	
A0A3Q7EFA8	A0A3Q7EFA8_SOLLC	unreviewed		Solyc01g059888.1.1;	
K4BY23	K4BY23_SOLLC	unreviewed	101267405	Solyc05g013020.1.1;	4081.Solyc05g013020.1.1;
K4C065	K4C065_SOLLC	unreviewed		Solyc05g032840.1.1;	
A0A3Q7G7K4	A0A3Q7G7K4_SOLLC	unreviewed	101268567	Solyc04g071470.3.1;	
A0A3Q7JK08	A0A3Q7JK08_SOLLC	unreviewed		Solyc11g013420.2.1;	
K4BVV7	K4BVV7_SOLLC	unreviewed	101255790	Solyc04g082300.2.1;	4081.Solyc04g082300.2.1;
A0A3Q7F3Y2	A0A3Q7F3Y2_SOLLC	unreviewed		Solyc02g077280.3.1;	
A0A3Q7EIA9	A0A3Q7EIA9_SOLLC	unreviewed		Solyc01g086810.2.1;	
A0A3Q7HKD5	A0A3Q7HKD5_SOLLC	unreviewed		Solyc06g009950.1.1;	
Q2LAJ4	Q2LAJ4_SOLLC	unreviewed	ARF3		
A0A3Q7IG82	A0A3Q7IG82_SOLLC	unreviewed		Solyc10g050460.1.1;	
A0A3Q7EN93	A0A3Q7EN93_SOLLC	unreviewed		Solyc01g099150.3.1;	
K4B670	K4B670_SOLLC	unreviewed		Solyc02g061800.2.1;	4081.Solyc02g061800.2.1;
A0A3Q7IG41	A0A3Q7IG41_SOLLC	unreviewed		Solyc10g047706.1.1;	
A0A3Q7HTV1	A0A3Q7HTV1_SOLLC	unreviewed		Solyc06g069545.1.1;	
A0A3Q7HR73	A0A3Q7HR73_SOLLC	unreviewed		Solyc08g066980.3.1;	
K4CFA7	K4CFA7_SOLLC	unreviewed		Solyc07g052060.2.1;	
A0A3Q7EKR1	A0A3Q7EKR1_SOLLC	unreviewed		Solyc01g094230.3.1;	
A0A3Q7I2N3	A0A3Q7I2N3_SOLLC	unreviewed		Solyc09g059670.3.1;	
A0A3Q7F5X2	A0A3Q7F5X2_SOLLC	unreviewed	101249784	Solyc02g082000.3.1;	
A0A3Q7F0X5	A0A3Q7F0X5_SOLLC	unreviewed		Solyc01g079425.1.1;	
A0A3Q7GPQ7	A0A3Q7GPQ7_SOLLC	unreviewed		Solyc06g024388.1.1;	
K4D934	K4D934_SOLLC	unreviewed		Solyc11g062230.1.1;	
A0A3Q7JBG4	A0A3Q7JBG4_SOLLC	unreviewed		Solyc12g082795.1.1;	
K4CCR9	K4CCR9_SOLLC	unreviewed		Solyc07g019570.1.1;	
K4B651	K4B651_SOLLC	unreviewed		Solyc02g061610.1.1;	4081.Solyc02g061610.1.1;
A0A3Q7H1M4	A0A3Q7H1M4_SOLLC	unreviewed		Solyc06g076650.3.1;	
A0A3Q7FW48	A0A3Q7FW48_SOLLC	unreviewed		Solyc03g122270.3.1;	
K4BD78	K4BD78_SOLLC	unreviewed	GH3.4		4081.Solyc02g092820.2.1;
K4DAG5	K4DAG5_SOLLC	unreviewed	101254164	Solyc11g070090.1.1;	
K4CJU5	K4CJU5_SOLLC	unreviewed		Solyc08g028810.1.1;	
K4CYQ3	K4CYQ3_SOLLC	unreviewed		Solyc10g017780.1.1;	
A0A3Q7EEE8	A0A3Q7EEE8_SOLLC	unreviewed		Solyc01g059882.1.1;	
A0A3Q7H5W8	A0A3Q7H5W8_SOLLC	unreviewed		Solyc07g005420.2.1;	
A0A3Q7IZN3	A0A3Q7IZN3_SOLLC	unreviewed		Solyc09g064645.1.1;	
K4CKZ4	K4CKZ4_SOLLC	unreviewed		Solyc08g062050.1.1;	4081.Solyc08g062050.1.1;
A0A3Q7I4G0	A0A3Q7I4G0_SOLLC	unreviewed	101248046	Solyc09g066400.2.1;	
A0A3Q7GYG5	A0A3Q7GYG5_SOLLC	unreviewed		Solyc06g064530.1.1;	
A0A3Q7ERY2	A0A3Q7ERY2_SOLLC	unreviewed		Solyc01g104410.3.1;	
K4AYB8	K4AYB8_SOLLC	unreviewed	101263946	Solyc01g087280.1.1;	4081.Solyc01g087280.1.1;
K4D1S0	K4D1S0_SOLLC	unreviewed		Solyc10g074780.1.1;	
A0A3Q7FFB9	A0A3Q7FFB9_SOLLC	unreviewed	101249528	Solyc03g006210.2.1;	
K4CG98	K4CG98_SOLLC	unreviewed		Solyc07g055640.1.1;	
K4BL30	K4BL30_SOLLC	unreviewed		Solyc03g115280.1.1;	
A0A3Q7FYR1	A0A3Q7FYR1_SOLLC	unreviewed		Solyc04g017685.1.1;	
K4B494	K4B494_SOLLC	unreviewed		Solyc01g112330.1.1;	
K4C9U2	K4C9U2_SOLLC	unreviewed		Solyc06g075770.1.1;	
K4B381	K4B381_SOLLC	unreviewed	NAGPR		4081.Solyc01g108660.2.1;
A0A3Q7ETZ5	A0A3Q7ETZ5_SOLLC	unreviewed		Solyc01g110647.1.1;	
K4D081	K4D081_SOLLC	unreviewed		Solyc10g049240.1.1;	
A0A3Q7ICJ4	A0A3Q7ICJ4_SOLLC	unreviewed	101259084	Solyc10g008540.3.1;	
K4BH53	K4BH53_SOLLC	unreviewed		Solyc03g063050.1.1;	4081.Solyc03g063050.1.1;
K4BRG3	K4BRG3_SOLLC	unreviewed		Solyc04g045290.1.1;	
K4D4A6	K4D4A6_SOLLC	unreviewed		Solyc10g086750.1.1;	4081.Solyc10g086750.1.1;
K4AVR0	K4AVR0_SOLLC	unreviewed		Solyc01g056960.1.1;	4081.Solyc01g056960.1.1;
K4CZ63	K4CZ63_SOLLC	unreviewed		Solyc10g024440.1.1;	
K4D2Q8	K4D2Q8_SOLLC	unreviewed		Solyc10g080170.1.1;	
Q9STA6	Q9STA6_SOLLC	unreviewed	rad23		4081.Solyc02g085840.2.1;
A0A3Q7FEU3	A0A3Q7FEU3_SOLLC	unreviewed	101257439	Solyc03g005300.3.1;	
K4D2X8	K4D2X8_SOLLC	unreviewed		Solyc10g080910.1.1;	
Q949J9	Q949J9_SOLLC	unreviewed			
K4B5P5	K4B5P5_SOLLC	unreviewed		Solyc02g033020.1.1;	
K4D8U1	K4D8U1_SOLLC	unreviewed		Solyc11g056300.1.1;	
K4B5J8	K4B5J8_SOLLC	unreviewed		Solyc02g032520.1.1;	4081.Solyc02g032520.1.1;
K4BS79	K4BS79_SOLLC	unreviewed		Solyc04g051170.1.1;	
K4B211	K4B211_SOLLC	unreviewed		Solyc01g104360.1.1;	
K4BZT5	K4BZT5_SOLLC	unreviewed		Solyc05g024480.1.1;	
B1Q3F6	B1Q3F6_SOLLC	unreviewed	LeSSR1		
K4CCX0	K4CCX0_SOLLC	unreviewed		Solyc07g021110.1.1;	
K4B6S7	K4B6S7_SOLLC	unreviewed		Solyc02g064920.1.1;	4081.Solyc02g064920.1.1;
K4DB21	K4DB21_SOLLC	unreviewed		Solyc11g073150.1.1;	4081.Solyc11g073150.1.1;
Q09027	Q09027_SOLLC	unreviewed			
K4BHB1	K4BHB1_SOLLC	unreviewed		Solyc03g063700.1.1;	
K4BQB2	K4BQB2_SOLLC	unreviewed		Solyc04g016120.2.1;	
A0A3Q7IR12	A0A3Q7IR12_SOLLC	unreviewed		Solyc11g010620.2.1;	
