Entry	Status	yourlist:M201904245C475328CEF75220C360D524E9D456CE077D18J	Gene names
Q9LVR0	reviewed		ATHB-53 HB-8 At5g66700 MSN2.9
O04292	reviewed		ATHB-9 HB9 PHV At1g30490 F26G16.11
O04846	reviewed		ACA1 CAH1 At3g52720 F3C22.120
F4IHR4	reviewed		ACA2 At2g28210 T3B23.12
F4JIK2	reviewed		ACA4 At4g20990 T13K14.150
Q93WL3	reviewed		CLPT1 CLPS1 At4g25370 T30C3.40
Q6NNP0	reviewed		ATG16 At5g50230 K6A12.9
Q94C95	reviewed		ATG1A At3g61960 F21F14.130
F4JBP3	reviewed		ATG1B At3g53930 F5K20_230
F8S296	reviewed		ATG2 APG2 PEUP1 At3g19190 MVI11.10/MVI11.11
Q9SYQ8	reviewed		CLV1 At1g75820 T4O12.5
O80809	reviewed		CLV2 RLP10 At1g65380 T8F5.16
P42738	reviewed		CM1 At3g29200 MXO21.4
Q9S7H4	reviewed		CM2 At5g10870 T30N20.140
Q9M1Y0	reviewed		ATG4B APG4B At3g59950 F24G16.220
Q9MBG5	reviewed		CML45 At3g29000 K5K13.13
Q93Z27	reviewed		CML46 At5g39670 MIJ24.140
Q9SN89	reviewed		CML47 At3g47480 F1P2.30
Q9ZQH1	reviewed		CML48 At2g27480 F10A12.16
Q8W4L0	reviewed		CML49 At3g10300 F14P13.10
Q9LX27	reviewed		CML4 At3g59440 F25L23.300
Q9FYE4	reviewed		CML50 At5g04170 F21E1.90
O22845	reviewed		CML5 MSS3 At2g43290 F14B2.33 T1O24.3
Q9ZR02	reviewed		CML6 At4g03290 F4C21.22
Q9LNE7	reviewed		CML7 At1g05990 T21E18.4
Q94CD5	reviewed		ATG7 APG7 PEUP4 At5g45900 K15I22.10
Q8S926	reviewed		ATG8E APG8E At2g45170 F4L23 T14P1.2
Q9LZZ9	reviewed		ATG8G APG8G At3g60640 T4C21_50
Q8S925	reviewed		ATG8H APG8H At3g06420 F24P17.11
Q84WL9	reviewed		AP17 At1g47830 T2E6.6
Q9SUW2	reviewed		APT3 At4g22570 F7K2.150
Q9SU38	reviewed		APT4 At4g12440 T1P17.30
Q84N64	reviewed		ARC5 DRP5B At3g19720 MMB12.21
Q42564	reviewed		APX3 APX APXIII At4g35000 M4E13.60
Q9C8N9	reviewed		ARF21 At1g34410 F12K21.26 F7P12.12
P93022	reviewed		ARF7 BIP IAA21 IAA23 IAA25 NPH4 TIR5 At5g20730 T1M15.130
Q9XED8	reviewed		ARF9 At4g23980 T19F6.20 T32A16.150
Q84RR2	reviewed		ARI2 At2g16090 F7H1.11
Q0PCS3	reviewed		CHR25 RAD54 At3g19210 MVI11.13
F4I2H2	reviewed		SWI2 CHR9 At1g03750 F11M21.32
Q9LI74	reviewed		CHUP1 At3g25690 T5M7.14
Q58P69	reviewed		CHX10 At3g44930 F28D10_120
Q9FYC0	reviewed		CHX12 At3g44910 F28D10_100
O22920	reviewed		CHX13 At2g30240 T27E13 T9D9.5
Q9SUQ7	reviewed		CHX17 At4g23700 F9D16.170
Q8VYD4	reviewed		CHX23 At1g05580 F3F20.2
Q1HDT2	reviewed		CHX24 At5g37060 MJG14.5
Q9FYC1	reviewed		CHX4 CHX04 At3g44900 F28D10.90
Q9ZUV9	reviewed		CHX7 CHX07 At2g28170 F24D13.4
Q9LSD6	reviewed		ARP2 WRM At3g27000 MOJ10.7
Q8LGE3	reviewed		ARP6 ESD1 SUF3 At3g33520 T4P3.8
Q94AR4	reviewed		CID2 At4g14270 dl3175w
Q8L793	reviewed		CID3 At1g54170 F15I1.27
Q94AM9	reviewed		CID4 At3g14010 MDC16.14
Q6NQH9	reviewed		CID6 IPH1 At5g25540 T14C9.80
O64843	reviewed		CID7 At2g26280 T1D16.8
Q9C8M0	reviewed		CID8 At1g53650 F22G10.7
Q9FXD6	reviewed		ARR11 ARP3 At1g67710 F12A21.15
Q8L9Y3	reviewed		ARR14 At2g01760 T8O11.7
Q7G8V2	reviewed		ARR15 At1g74890 F25A4.14 F9E10.26
Q940D0	reviewed		ARR1 At3g16857 K20I9.9 MUH15.1
Q9LYP5	reviewed		ARR21 At5g07210 T28J14_150
Q9M8Y4	reviewed		ARR22 At3g04280 T6K12.10
F4JZT3	reviewed		ARR24 At5g26594 T7I7
Q9ZWJ9	reviewed		ARR2 ARP5 At4g16110 dl4095w FCAALL.297
Q84MD2	reviewed		CIF1 At2g16385 F16F14
Q9ZWS6	reviewed		ARR6 At5g62920 MQB2.220 MQB2.24
Q9ZWS7	reviewed		ARR7 At1g19050 F14D16.20
P0DI76	reviewed		TPS27 TPS-CIN1 At3g25820 K13N2.19
Q9LQF2	reviewed		CINV1 INVG At1g35580 F15O4.33
F4JZY1	reviewed		CIP1 At5g41790 K16L22.7
Q5MK23	reviewed		ARV2 At4g01510 F11O4.16
P20115	reviewed		CSY4 At2g44350 F4I1.16
Q9M7X9	reviewed		CITRX PAP10 TRX P TRX Z At3g06730 F3E22.13
Q9LJG8	reviewed		ASIL2 At3g14180 MAG2.16
Q9LSX8	reviewed		ASK10 At3g21860 MSD21.23
O81057	reviewed		ASK14 At2g03170 T18E12.16
Q1PEL7	reviewed		ASK15 At3g25650 T5M7.16
Q9M1X4	reviewed		ASK5 At3g60020 F24G16.290 T2O9.2
Q1PEF6	reviewed		ASK6 At3g53060 F8J2.230
Q9LSY0	reviewed		ASK7 At3g21840 MSD21.21
Q84WW6	reviewed		ASHH1 SDG26 SET26 At1g76710 F28O16.8
Q2LAE1	reviewed		ASHH2 EFS LAZ2 SDG8 SET8 At1g77300 T14N5.15
Q9ZUM9	reviewed		ASHR2 SDG39 SET39 At2g19640 F3P11.24
Q9T003	reviewed		ASMT At4g35160 T12J5.30
Q9M9H6	reviewed		CK1 CK At1g71697 F14O23.8 F26A9.3
Q9SZ92	reviewed		At4g09760 F17A8.110
Q8H0V1	reviewed		At4g36390 AP22.85 C7A10.970
Q9FG23	reviewed		At5g06830 MPH15.20
Q2V419	reviewed		CDKB1-2 At2g38620 T6A23.18
Q8LF80	reviewed		CDKB2-1 At1g76540 F14G6.14
Q8LPJ1	reviewed		CKL6 PAPK1 At4g28540 F20O9.240
Q9LSX4	reviewed		CKL8 CKI3 At5g43320 MWF20.1
O23249	reviewed		CKS1 At2g27960 T1E2.12
Q9S9K4	reviewed		At1g65240 T23K8.15
Q8VZ20	reviewed		ASR3 At2g33550 F4P9.32
Q9SZX3	reviewed		At4g24830 F6I7.40
P92941	reviewed		CLC-A CBSCLC5 At5g40890 MHK7.12
P92943	reviewed		CLC-D CBSCLC2 At5g26240 F9D12.10 T19G15.90
Q8RXR2	reviewed		CLC-F CBSCLC1 At1g55620 F20N2.5
Q6NMF0	reviewed		CLE13 At1g73965 F2P9
Q3ECJ5	reviewed		CLE14 At1g63245 F9N12
Q8S8M2	reviewed		CLE16 At2g01505 F2I9
Q8L9H6	reviewed		CLE17 At1g70895 F15H11
Q3ECH9	reviewed		CLE18 At1g66145 F15E12
Q9LV97	reviewed		CLE21 At5g64800 MXK3.2
Q8S8N0	reviewed		CLE4 CLE6 At2g31081 T16B12
Q8S8N2	reviewed		CLE5 CLE7 At2g31083 T16B12
Q8S8N3	reviewed		CLE6 CLE4 At2g31085 T16B12
Q2V4E2	reviewed		CLE8 At1g67775 F12A21
Q9FZE4	reviewed		CLE9 At1g26600 T1K7.3
P0CH31	reviewed		At1g43140 F1I21.19
Q9XIE8	reviewed		At1g59800 F23H11.12
P42730	reviewed		CLPB1 DLT1 HOT1 HSP101 At1g74310 F1O17.2
Q9LF37	reviewed		CLPB3 APG6 CLPB-P At5g15450 T20K14.60
Q8VYJ7	reviewed		CLPB4 CLPB-M HSP98.7 At2g25140 F13D4.100
Q0WR66	reviewed		ASY3 At2g46980
Q8S924	reviewed		ATG12A APG12A At1g54210 F20D21.38
Q9SXJ6	reviewed		CLPP3 CLP NCLPP3 NCLPP4 At1g66670 F4N21.19 T12I7.12
Q9LVK3	reviewed		ATG12B APG12 APG12B At3g13970 MDC16.9
Q681K2	reviewed		ATS3A At2g41475
Q9LYP6	reviewed		ATS3 At5g07190 T28J14_130
Q9SUE7	reviewed		ATX4 SDG16 SET16 TX4 At4g27910 T13J8.20
Q9FG08	reviewed		ATXR4 SDG38 SET38 At5g06620 F15M7.15
Q9FNE9	reviewed		ATXR6 SDG34 SET34 At5g24330 MOP9.18
F4K1J4	reviewed		ATXR7 SDG25 At5g42400 MDH9.9
Q683C9	reviewed		AUR2 At2g25880 F17H15.9
F4IK01	reviewed		AUG1 At2g41350 F13H10.10
O48767	reviewed		AUG2 At2g32980 T21L14.8
Q8GYM3	reviewed		AUG4 At1g50710 F17J6.23 F4M15.6
Q9FMB4	reviewed		AUG5 At5g38880 K15E6.9
Q94BP7	reviewed		AUG6 At5g40740 MNF13.29
Q0WTP1	reviewed		AUG7 At5g17620 K10A8.100
Q56ZN6	reviewed		AVPL1 AVP2 At1g78920 F9K20.2
O80668	reviewed		AVT1A At2g41190 T3K9.4
F4JE35	reviewed		AVT1B At3g54830 F28P10.190 T5N23.1
Q8GYS4	reviewed		AVT1D At5g02180 T7H20.230
Q8LPF4	reviewed		AVT1E At5g02170 T7H20.220
F4IZW8	reviewed		AVT1F At3g09340 F3L24.21
Q9FKY3	reviewed		AVT3A At5g65990 K2A18.5
F4ILY9	reviewed		AVT3B At2g42005 T6D20
Q9SVG0	reviewed		AVT3C At4g38250 F22I13.20
Q9ZV69	reviewed		AXL1 AXL At2g32410
Q9SGE0	reviewed		AXS2 At1g08200 T23G18.6
Q9SSW1	reviewed		AZF1 ZF1 At5g67450 K8K14.19
O81906	reviewed		B120 At4g21390 F18E5.10 T6K22.120
A8MRC7	reviewed		B3GALT2 At1g05170 YUP8H12.22
Q8LEJ9	reviewed		B3GALT4 At4g26940 F10M23.280
Q9LM60	reviewed		B3GALT5 At1g22015 F2E2.6
Q9MAP8	reviewed		GALT31A B3GALT6 At1g32930 F9L11.10
Q6NQB7	reviewed		B3GALT7 At1g77810 F28K19.2 T32E8.14
Q94A05	reviewed		HPGT2 B3GALT10 At4g32120 F10N7.70
Q94F27	reviewed		HPTG1 B3GALT11 At5g53340 K19E1.14
Q66GS2	reviewed		B3GALT12 At2g26100 T19L18.9
Q9LKA9	reviewed		B3GALT13 At3g14960 K15M2.10
Q8GXG6	reviewed		GALT4 B3GALT17 At1g27120 T7N9.18
Q9LV16	reviewed		GALT6 B3GALT19 At5g62620 MRG21.3
Q8LG89	reviewed		ARPN At2g02850 T17M13.2
Q84UC7	reviewed		BAC1 MBAC1 At2g33820 T1B8.12
Q9LYS9	reviewed		At3g59070 F17J16_120
Q9FGK4	reviewed		At5g47530 MNJ7.12
Q0WPS2	reviewed		At4g18260 T9A21.110
Q8GYH5	reviewed		BAD1 At5g54610 MRB17.11
Q9STS1	reviewed		ALDH10A9 At3g48170 T24C20.50
O82345	reviewed		BAG6 CAMBP1 At2g46240 T3F17.11
Q0WPX7	reviewed		BAG2 At5g62100 MTG10.13
Q9LYP4	reviewed		BAG3 At5g07220 T28J14_160
Q8RX71	reviewed		BAG4 At3g51780 ATEM1.3
Q9LVA0	reviewed		BAG7 At5g62390 MMI9.22
Q8GW10	reviewed		RF178 At2g38920 T7F6.9
O65440	reviewed		BAM3 At4g20270 F1C12.190
Q4KSH9	reviewed		BS TPS11 At5g44630 K15C23.7
Q8RXE8	reviewed		BASS3 BAT3 At3g25410 MWL2.2
Q9ZU50	reviewed		BAT1 GABP At2g01170 F10A8.5
O64743	reviewed		MEE23 EDA28 At2g34790 F19I3.2
Q9SVG5	reviewed		At4g20820 F21C20.170
Q9LPC3	reviewed		SEC1A At1g01980 F22M8.11
Q9SJU5	reviewed		BBX18 DBB1A STH4 At2g21320 F3K23.8
C0SVM5	reviewed		BBX19 DBB1B STH5 At4g38960 F19H22.60
Q96288	reviewed		BBX24 STO At1g06040 T21E18.8 T21E18.9
Q9LLC1	reviewed		BCCP2 At5g15530 T20K14_140
Q9ZUC2	reviewed		BCA3 At1g23730 F5O8.28
Q94CE4	reviewed		BCA4 CA4 At1g70410 F17O7.5
O22977	reviewed		BDG3 At4g24140 T19F6.6
Q8LFX7	reviewed		BDG1 BDG CB5 CED1 At1g64670 F1N19.24
Q9S7F3	reviewed		BEH1 At3g50750 F18B3.30 T3A5.130
Q8L9S0	reviewed		At1g29060 F28N24.23
Q9LS08	reviewed		BHLH32 EN54 TMO5 At3g25710 K13N2.1
Q9LTS4	reviewed		BHLH41 EN51 At5g56960 MHM17.7
Q8VZ02	reviewed		BHLH48 EN97 At2g42300 MHK10.2
Q9CAA9	reviewed		BHLH49 ACE1 EN82 At1g68920 T6L1.10
Q9XEF0	reviewed		BHLH51 EN57 At2g40200 T7M7.8
Q9LN95	reviewed		BHLH55 EN1 At1g12540 F5O11.28 T12C24.8
Q9LXA9	reviewed		BHLH61 EN46 At5g10570 F12B17.80
O81037	reviewed		BHLH70 EN13 At2g46810 F19D11.9
Q56XR0	reviewed		BHLH71 EN17 At5g46690 MZA15.10
A4D998	reviewed		BHLH75 EN78 At1g25330 F4F7.28
Q9C670	reviewed		BHLH76 CIB5 EN83 At1g26260 F28B23.8
Q9LK48	reviewed		BHLH77 ACE3 EN87 At3g23690 MYM9.3
Q9FJL4	reviewed		BHLH78 CIB2 EN86 At5g48560 K15N18.2
Q9LV17	reviewed		BHLH79 EN81 At5g62610 MRG21.2
Q9M0R0	reviewed		BHLH81 EN72 At4g09180 T8A17.70
Q8VZJ2	reviewed		At4g16260 dl4170c
Q9C7T4	reviewed		BHLH96 EN15 At1g72210 T9N14.4
Q9ZVB5	reviewed		BHLH100 EN7 At2g41240 F13H10.21
Q8W2F1	reviewed		BHLH12 EN58 MYC1 At4g00480 F6N23.22
Q9LNJ5	reviewed		BHLH13 EN39 At1g01260 F6F3.7
Q9LT23	reviewed		BHLH121 EN138 At3g19860 MPN9.10
Q9C690	reviewed		BHLH122 EN70 At1g51140 F23H24.3
Q8H102	reviewed		BHLH128 EN74 At1g05805 T20M3.7
Q6NPC9	reviewed		At5g51130 MWD22.7
Q9M041	reviewed		BHLH140 EN122 At5g01310 T10O8.20
Q9C8Z9	reviewed		BHLH148 AIF2 EN143 RITF1 At3g06590 F5E6.8
O80482	reviewed		BHLH149 AIF4 EN144 At1g09250 T12M4.4
Q9XIJ1	reviewed		BHLH168 At1g10586 T10O24.23
Q9M2B3	reviewed		At3g42800 T21C14.20
Q9CAA4	reviewed		BIM2 BHLH102 EN125 At1g69010 T6L1.19
Q6F6B5	reviewed		ARC3 At1g75010 F25A4.3 F9E10.14
Q9XID4	reviewed		ARF12 At1g34310 F23M19.4
Q9LP07	reviewed		ARF23 At1g43950 F9C16.11
Q93Z70	reviewed		At2g19940 F6F22.3
Q9C5C4	reviewed		At4g17830 dl4945w T6K21
B9DHT4	reviewed		ARIA At5g19330 F7K24.80
Q6NQ79	reviewed		ARID4 At3g43240 F7K15.90
Q9LVX0	reviewed		ARI3 At3g27710 MGF10.7
Q9LVW9	reviewed		ARI4 At3g27720 MGF10.12
P13114	reviewed		CHS TT4 At5g13930 MAC12.11 MAC12.14
Q9FYB9	reviewed		CHX11 At3g44920 F28D10_110
Q9SIT5	reviewed		CHX15 At2g13620 T10F5.16
Q9LUN4	reviewed		CHX19 At3g17630 MKP6.1
Q9SA37	reviewed		CHX1 CHX01 At1g16380 F3O9.18
Q9M353	reviewed		CHX20 At3g53720 F5K20_20
Q9SKA9	reviewed		CHX21 At2g31910 F20M17.5
Q9FGH6	reviewed		CHX25 At5g58460 MQJ2.3
Q9M008	reviewed		CHX26 At5g01680 F7A7_200
Q9SAK8	reviewed		CHX2 CHX02 At1g79400 T8K14.18
Q9FFB8	reviewed		CHX3 CHX03 At5g22900 MRN17.13
Q3EDG3	reviewed		CHX5 CHX05 At1g08150 T23G18.2 T6D22.24
Q58P71	reviewed		CHX8 CHX08 At2g28180 F24D13.3
Q9FFB7	reviewed		CHX9 CHX09 At5g22910 MRN17.14
Q9M1S3	reviewed		ARP1 At3g54770 T5N23.130
Q84M92	reviewed		ARP4 At1g18450 F15H18.8
Q940Z2	reviewed		ARP5 At3g12380 MQC3.19 T2E22.30
Q9FKT0	reviewed		ARP8 At5g56180 MDA7.26
Q9SG10	reviewed		CID10 At3g49390 F2K15.250 T1G12.9
Q9LPI5	reviewed		CID11 At1g32790 F6N18.17
Q9S7N9	reviewed		CID12 RBP37 At4g10610 F3H7.12 T4F9.70
F4JUL9	reviewed		ARPC4 At4g14147 dl3115c FCAALL.159
Q9LYE5	reviewed		CID5 IPD1 At5g11440 F15N18_30
Q9LRR6	reviewed		CID9 At3g14450 MOA2.5
O49397	reviewed		ARR10 ARP4 At4g31920 F10N7.270
P62598	reviewed		ARR12 At2g25180 F13D4.140
Q9ZVD3	reviewed		ARR13 At2g27070 T20P8.12
Q9FGT7	reviewed		ARR18 At5g58080 K21L19.7
Q9M9B9	reviewed		ARR19 At1g49190 F27J15.4
Q9LZJ8	reviewed		ARR20 At3g62670 F26K9_100
Q9LXS6	reviewed		CSY2 At3g58750 T20N10.100
Q9SV07	reviewed		ASAT1 At3g51970 F4F15.80
Q42565	reviewed		ASB1 TRP4 WEI7 At1g25220 F4F7.39
Q9FJM5	reviewed		ASB2 At5g57890
Q9SG80	reviewed		ASD1 ARAF ARAF1 At3g10740 T7M13.18
Q9SI61	reviewed		ASE1 GPRAT1 At2g16570 F1P15
Q9STG9	reviewed		ASE2 CIA1 DOV1 GPRAT2 PURF2 At4g34740 T4L20.320
Q9T0J5	reviewed		ASE3 GPRAT3 At4g38880 F19H22.3 T9A14
Q9C9M6	reviewed		ASF1A SGA2 SP7 At1g66740 F4N21.13
Q9LS09	reviewed		ASF1B SGA01 SGA1 At5g38110 F16F17.110
O65674	reviewed		ASK12 At4g34470 T4L20.50
Q9M1X5	reviewed		ASK13 At3g60010 F24G16.280 T2O9.1
O81055	reviewed		ASK16 At2g03190 T18E12.14
Q9SL65	reviewed		ASK17 MEO At2g20160 T2G17.4
Q9SY65	reviewed		ASK18 At1g10230 F14N23.11
O81058	reviewed		ASK19 At2g03160 T18E12.17
A8MQG7	reviewed		ASK20 At2g45950 F4I18.7
Q8LF97	reviewed		ASK21 At3g61415 F2A19.5
Q9SL93	reviewed		ASK3 At2g25700 F3N11.15
Q9LNT9	reviewed		ASK4 At1g20140 T20H2.8
Q9LSY1	reviewed		ASK8 At3g21830 MSD21.20
Q9LSX9	reviewed		ASK9 At3g21850 MSD21.22
Q945S8	reviewed		ASHH3 SDG7 SET7 At2g44150 F6E13.28
Q7XJS0	reviewed		ASHR1 SDG37 SET37 At2g17900 T13L16.8
Q8L518	reviewed		At1g74320 F1O17.1
P25859	reviewed		CDKB1-1 CDC2B At3g54180 F24B22.140
Q8LG64	reviewed		CDKB2-2 At1g20930 F9H16.8
O22267	reviewed		CKI1 At2g47430 T30B22.27
Q9LW62	reviewed		CKL10 CKI2 At3g23340 MLM24.7
Q5XF24	reviewed		CKL13 At1g04440 F19P19.10
Q9CAI5	reviewed		CKL2 At1g72710 F28P22.10
Q93Z18	reviewed		CKL3 At4g28880 F16A16.10
Q9FFH8	reviewed		CKL7 At5g44100 MLN1.2
Q9ZWB3	reviewed		CKL9 ADK1 CKI4 CKI5 CKL9ALPHA CKL9BETA At1g03930 F21M11.14
Q9SJJ5	reviewed		CKS2 At2g27970 T1E2.11
Q9LTS3	reviewed		CKX3 At5g56970 MHM17.8
Q8S9J6	reviewed		At5g10770 T30N20_40
Q9LFU1	reviewed		ASN3 At5g10240 F18D22.10 T31P16.230
Q0WNJ6	reviewed		CHC1 At3g11130 F11B9.30 F9F8.6
Q8RWY6	reviewed		CLASP At2g20190/At2g20200 T2G17.1/F11A3.25
Q3EBM5	reviewed		At2g35615 T20F21
O23661	reviewed		ARF3 ETT At2g33860 T1B8.30
Q9ZTX9	reviewed		ARF4 At5g60450 MUF9.8
Q8H1D8	reviewed		APY4 At1g14230 F7A19.33
Q6NQA8	reviewed		APY5 At1g14250 F14L17.1 F7A19
O80612	reviewed		APY6 At2g02970 T17M13.14
P46637	reviewed		ARGAH1 At4g08900 T3H13.7
Q949V6	reviewed		ARI1 At4g34370 F10M10.140
Q9SW18	reviewed		CHLM At4g25080 F13M23.220
Q9CA67	reviewed		CHLP At1g74470 F1M20.15
Q9STS7	reviewed		CHL At3g47860 T23J7.190
Q9SSM4	reviewed		CHMP1B VPS46.2 At1g73030 F3N23.23
Q9LMJ1	reviewed		CHX14 At1g06970 F10K1.31
Q1HDT3	reviewed		CHX16 At1g64170 F22C12.7
Q9FFR9	reviewed		CHX18 At5g41610 MBK23.12
Q9M007	reviewed		CHX27 At5g01690 F7A7_210
Q8L709	reviewed		CHX28 At3g52080 F4F15.190
Q8GX92	reviewed		CHX6a CHX06a At1g08140 T23G18.2 T6D22.24
P0CG16	reviewed		CHX6b CHX06b At1g08135 T23G18.2 T6D22.24
Q9LET7	reviewed		CIP111 At3g56690 T8M16_200
O80990	reviewed		CIA1 EMB1345 At2g26060 T19L18.13
Q9LU68	reviewed		CIA2 At5g57180 MUL3.13
Q9LQI7	reviewed		At1g17350 F28G4.19
Q9C9B2	reviewed		ARP4A ARP5 At1g73910 F2P9.22
Q8L4Y5	reviewed		ARP7 At3g60830 T4C21.240
Q9LSW2	reviewed		ARP9 At5g43500 MWF20.22
Q9FGE6	reviewed		CID13 At5g24440 T31K7.2
Q1ECJ7	reviewed		ARPC3 At1g60430 T13D8.30
P45951	reviewed		ARP REF At2g41460 T26J13.5
Q9SHC2	reviewed		ARR16 At2g40670 T7D17.15
Q9FPR6	reviewed		ARR17 At3g56380 T5P19.30
Q9ZWS9	reviewed		ARR3 At1g59940 F23H11.25
O82798	reviewed		ARR4 ATRR1 IBC7 At1g10470 T10O24.8
Q9SB04	reviewed		ARR5 ATRR2 IBC6 At3g48100 T17F15.30
O65684	reviewed		CIF2 At4g34600 T4L20.180
O80365	reviewed		ARR8 ATRR3 At2g41310 F13H10.14
O80366	reviewed		ARR9 ATRR4 At3g57040 F24I3.120
P0DI77	reviewed		TPS23 TPS-CIN2 At3g25830 K9I22.3
Q67XD9	reviewed		CINV2 INVI At4g09510 T15G18.70
Q9LXS7	reviewed		CSY1 At3g58740 T20N10.90
Q5MK24	reviewed		ARV1 At1g01020 T25K16.2
Q9SJH7	reviewed		CSY3 At2g42790 F7D19.21
Q9M1D3	reviewed		CSY5 At3g60100 T2O9.80
O80931	reviewed		AS1 MYB91 PHAN At2g37630 F13M22.13
O04479	reviewed		AS2 LBD6 At1g65620 F5I14.15
Q8VZR2	reviewed		ASD2 ARAF2 At5g26120 T1N24.13
Q9FLD5	reviewed		AATP1 ASD At5g40010 MYH19.21
Q9CA93	reviewed		BAC2 At1g79900 F19K16.14
Q8VYH6	reviewed		At4g17280 dl4675c FCAALL.393
O49545	reviewed		BAM1 At5g65700 F6H11.170 MPA24.5
Q9M2Z1	reviewed		BAM2 At3g49670 T16K5.20
Q9SEV0	reviewed		BAN ANR At1g61720 T13M11.8
O23390	reviewed		BARS1 PEN2 At4g15370 dl3730c FCAALL.279
Q96291	reviewed		BAS1 At3g11630 F24K9.28 T19F11.3
Q9C5R8	reviewed		At5g06290 MHF15.19
Q5BPF3	reviewed		BASL At5g60880 MAE1.13
Q93YR2	reviewed		BASS1 BAT2 At1g78560 T30F21.11
Q1EBV7	reviewed		BASS2 BAT1 SBF1 At2g26900 F12C20.6
F4IZC4	reviewed		BASS4 At3g56160 F18O21.120
F4JPW1	reviewed		BASS5 BAT5 At4g12030 F16J13.100
Q8VYY4	reviewed		BASS6 BAT4 At4g22840 F7H19.20 T12H17.230
Q93VH2	reviewed		BBD2 At1g19660 F14P1.1
O64745	reviewed		At2g34810 F19I3.4
Q9SVG7	reviewed		At4g20800 F21C20.150
Q9FKU9	reviewed		At5g44390 K9L2.19
Q9FI25	reviewed		At5g44410 MFC16.3
Q8L649	reviewed		BB EOD1 At3g63530 TEL3S.1
F4I9T0	reviewed		BCHB At1g58230 F16M22.8 T18I24.16
Q9M439	reviewed		BCAT2 At1g10070 T27I1.9
Q94CE3	reviewed		BCA5 At4g33580 T16L1.70
Q9LE06	reviewed		BCAT4 At3g19710 MMB12_16
Q9FJ24	reviewed		BDG2 At5g41900 K16L22.19
Q94CG2	reviewed		BET12 At4g14455 FCAALL.379
Q8RWK8	reviewed		COIL At1g13030 F3F19.5
O23379	reviewed		COL11 At4g15250 dl3670c
Q9SCV5	reviewed		BGAL7 At5g20710 T1M15.110
Q9SCV4	reviewed		BGAL8 At2g28470 T17D12.3
F4J270	reviewed		BG3 At3g57240 F28O9.90
O49353	reviewed		BG5 At5g20340 F5O24.230
Q9SCV0	reviewed		BGAL12 At4g26140 F20B18.250
Q9SCU9	reviewed		BGAL13 At2g16730 T24I21.14
O82256	reviewed		COL13 At2g47890 F17A22.28 T9J23
Q9C6W4	reviewed		BGAL15 At1g31740 F27M3.5
Q93Z24	reviewed		BGAL17 At1g72990 F3N23.19
Q940T9	reviewed		COL4 At5g24930 F6A4.140
Q9FHH8	reviewed		COL5 At5g57660 MRI1.1
Q9C9A9	reviewed		COL7 At1g73870 F2P9.26
Q9M9B3	reviewed		COL8 At1g49130 F27J15.10
Q9M1D0	reviewed		BGLU16 YLS1 At3g60130 T2O9.110
O64882	reviewed		BGLU17 At2g44480 F4I1.29
Q9SE50	reviewed		BGLU18 BG1 BGL1 At1g52400 F19K6.15
Q9LIF9	reviewed		BGLU19 At3g21370 MHC9.5
Q84WV2	reviewed		BGLU20 At1g75940 T4O12.15
Q9SR37	reviewed		BGLU23 PSR3.1 PYK10 At3g09260 F3L24.13
O82772	reviewed		BGLU25 GLUC At3g03640 T12J13.8
O64883	reviewed		BGLU26 PEN2 At2g44490 F4I1.30
Q9M1D1	reviewed		BGLU27 At3g60120 T2O9.100
Q9FLU8	reviewed		BGLU32 At5g24550 K18P6.8
Q9C5C2	reviewed		TGG2 BGLU37 At5g25980 T1N24.18
Q3E8E5	reviewed		TGG3 BGLU39 At5g48375 K23F3
Q9FIW4	reviewed		BGLU42 At5g36890 MLF18.1
Q9LV34	reviewed		BGLU43 At3g18070 MRC8.6
Q9LV33	reviewed		BGLU44 At3g18080 MRC8.20
O80689	reviewed		BGLU45 At1g61810 F8K4.2 T13M11.19
O80690	reviewed		BGLU46 At1g61820 F8K4.3
Q9SVS1	reviewed		BGLU47 At4g21760 F17L22.220
Q9LZJ1	reviewed		BGLU7 At3g62740 F26K9.170
Q67XN2	reviewed		BGLU8 At3g62750 F26K9.180
Q93ZI4	reviewed		BGLU10 At4g27830 T27E11.70
B3H5Q1	reviewed		BGLU11 At1g02850 F22D16.15
Q9FH03	reviewed		BGLU12 At5g42260 K5J14.7
Q9LU02	reviewed		BGLU13 At5g44640 K15C23.9
Q9LTC7	reviewed		BHLH34 EN135 At3g23210 K14B15.12
Q2HIV9	reviewed		BHLH35 EN41 At5g57150 MUL3.10
Q3EAI1	reviewed		BHLH60 EN91 At3g57800 F15B8.10 T10K17.10
Q8GY61	reviewed		BHLH63 CIB1 EN84 At4g34530 T4L20.110
Q700E4	reviewed		BHLH67 EN11 At3g61950 F21F14.120
Q9C8P8	reviewed		BHLH80 EN71 At1g35460 F12A4.2
Q39057	reviewed		CO At5g15840 F14F8_220
Q9LND0	reviewed		BHLH89 EN24 At1g06170 F9P14.3
Q0WNR2	reviewed		BHLH90 EN50 At1g10610 F20B24.4 F20B24.5 T10O24.26
Q8GX46	reviewed		BHLH91 EN25 At2g31210 F16D14.5
Q9FYE6	reviewed		BHLH101 EN10 At5g04150 F21E1.70
Q8VZ22	reviewed		BHLH103 B70 EN62 At4g21340 T6K22.70
Q8L467	reviewed		BHLH104 EN136 At4g14410 dl3245w FCAALL.201
