Entry	Entry name	Status	Protein names	Gene names
Q94C75	RH25_ARATH	reviewed	DEAD-box ATP-dependent RNA helicase 25 (EC 3.6.4.13)	RH25 At5g08620 MAH20.18
F4KB54	F4KB54_ARATH	unreviewed	DDT domain-containing protein	MAH20.19 MAH20_19 At5g08630
Q96330	FLS1_ARATH	reviewed	Flavonol synthase/flavanone 3-hydroxylase (EC 1.14.11.9) (EC 1.14.20.6) (FLS 1)	FLS1 FLS At5g08640 MAH20.20
Q9FNM5	GUFP_ARATH	reviewed	Translation factor GUF1 homolog, chloroplastic (EC 3.6.5.-) (Elongation factor 4 homolog) (EF-4) (GTPase GUF1 homolog) (Ribosomal back-translocase)	At5g08650 T2K12.1
P83483	ATPBM_ARATH	reviewed	ATP synthase subunit beta-1, mitochondrial (EC 7.1.2.2)	At5g08670 T2K12.11
P83484	ATPBN_ARATH	reviewed	ATP synthase subunit beta-2, mitochondrial (EC 7.1.2.2)	At5g08690 T2K12.9
Q9C5A5	Q9C5A5_ARATH	unreviewed	At5g08720 (Polyketide cyclase/dehydrase/lipid transporter)	At5g08720 At5g08720/T2K12_70
Q9C598	NAC81_ARATH	reviewed	Protein ATAF2 (NAC domain-containing protein 81) (ANAC081)	NAC081 ATAF2 At5g08790 T2K12.140
F4KCI3	F4KCI3_ARATH	unreviewed	NAD-dependent protein deacylase (EC 3.5.1.-) (Regulatory protein SIR2 homolog)	SRT2 AtSRT2 SIRTUIN 2 sirtuin 2 At5g09230 T2K12.8
F4KCI5	F4KCI5_ARATH	unreviewed	Sirtuin 2	SRT2 AtSRT2 SIRTUIN 2 sirtuin 2 At5g09230 T2K12.8
Q94AQ6	SIR4_ARATH	reviewed	NAD-dependent protein deacylase SRT2 (EC 3.5.1.-) (Regulatory protein SIR2 homolog 2)	SRT2 At5g09230 T5E8_30
F4KCI8	F4KCI8_ARATH	unreviewed	SsDNA-binding transcriptional regulator	At5g09240 T2K12.3
F4KCI9	F4KCI9_ARATH	unreviewed	SsDNA-binding transcriptional regulator	At5g09240 T2K12.3
Q9FY90	Q9FY90_ARATH	unreviewed	At5g09240 (Putative transcriptional co-activator) (SsDNA-binding transcriptional regulator) (Transcriptional co-activator-like protein)	T5E8_40 At5g09240 At5g09240/T5E8_40 T2K12.3
B3H688	B3H688_ARATH	unreviewed	SsDNA-binding transcriptional regulator	KIWI At5g09250 T2K12.10
O65154	KIWI_ARATH	reviewed	RNA polymerase II transcriptional coactivator KIWI	KIWI At5g09250 T5E8_50
Q9FY89	VP202_ARATH	reviewed	Vacuolar protein sorting-associated protein 20 homolog 2 (AtVPS20-2) (Charged multivesicular body protein 6 homolog 2) (ESCRT-III complex subunit VPS20 homolog 2)	VPS20.2 CHMP6-2 At5g09260 T2K12.4 T5E8.60
Q9FY84	PEN2_ARATH	reviewed	Probable gamma-secretase subunit PEN-2	At5g09310 T5E8.110
Q9FY83	Q9FY83_ARATH	unreviewed	Uncharacterized protein T5E8_120	T5E8_120 At5g09320
Q9FY82	NAC82_ARATH	reviewed	NAC domain-containing protein 82 (ANAC082) (Protein VND-INTERACTING 1)	NAC082 VNI1 At5g09330 T5E8.130
Q9FY77	Q9FY77_ARATH	unreviewed	RNA polymerase III RPC4	At5g09380 T5E8.180 T5E8_180
Q9FY75	POT7_ARATH	reviewed	Potassium transporter 7 (AtHAK7) (AtPOT7)	POT7 HAK7 KUP7 At5g09400 T5E8_200
F4KCL4	F4KCL4_ARATH	unreviewed	Ethylene induced calmodulin binding protein	EICBP.B CAMTA1 At5g09410 T5E8.210 T5E8_210
Q9FY74	CMTA1_ARATH	reviewed	Calmodulin-binding transcription activator 1 (AtCAMTA1) (Ethylene-induced calmodulin-binding protein b) (EICBP.b) (Signal-responsive protein 2) (AtSR2)	CAMTA1 CMTA1 SR2 At5g09410 T5E8.210
F4KCL7	OE64M_ARATH	reviewed	Outer envelope protein 64, mitochondrial (Mitochondrial outer membrane protein 64) (mtOM64) (Translocon at the outer membrane of chloroplasts 64-V) (AtTOC64-V)	OM64 TOC64-V At5g09420 T5E8.220
Q94B59	PP372_ARATH	reviewed	Pentatricopeptide repeat-containing protein At5g09450, mitochondrial	At5g09450 T5E8_250
Q9FY69	BH143_ARATH	reviewed	Transcription factor bHLH143 (Basic helix-loop-helix protein 143) (AtbHLH143) (bHLH 143) (Transcription factor EN 129) (bHLH transcription factor bHLH143)	BHLH143 EN129 At5g09460 T5E8.260
Q9FY68	PUMP6_ARATH	reviewed	Mitochondrial uncoupling protein 6 (AtPUMP6) (Mitochondrial dicarboxylate carrier 3)	PUMP6 DIC3 UCP6 At5g09470 T5E8.270
Q9FY67	Q9FY67_ARATH	unreviewed	At5g09480 (Hydroxyproline-rich glycoprotein family protein) (PEE-rich protein)	At5g09480 T5E8.280 T5E8_280
Q9FY65	RS153_ARATH	reviewed	40S ribosomal protein S15-3	RPS15C At5g09500 T5E8_300
A8MQ96	A8MQ96_ARATH	unreviewed	Ribosomal protein S19 family protein	At5g09510 T5E8.310 T5E8_310
Q9FY64	RS154_ARATH	reviewed	40S ribosomal protein S15-4	RPS15D At5g09510 T5E8_310
Q9LXB9	Q9LXB9_ARATH	unreviewed	At5g09540 (Chaperone DnaJ-domain superfamily protein)	At5g09540 F17I14.270 F17I14_270
Q9LDZ0	HSP7J_ARATH	reviewed	Heat shock 70 kDa protein 10, mitochondrial (Chaperone protein HscA homolog 2) (AtHscA2) (Heat shock protein 70-10) (AtHsp70-10) (Mitochondrial heat shock protein 70-2) (mtHsc70-2)	HSP70-10 HSC70-5 HSCA2 MTHSC70-2 At5g09590 F17I14_220
Q9LXC9	IPYR6_ARATH	reviewed	Soluble inorganic pyrophosphatase 6, chloroplastic (EC 3.6.1.1) (Inorganic pyrophosphatase 6) (Pyrophosphate phospho-hydrolase 6) (PPase 6)	PPA6 PPA At5g09650 F17I14.160
A8MRP1	A8MRP1_ARATH	unreviewed	Malate dehydrogenase (EC 1.1.1.37)	PMDH2 At5g09660 F17I14.150 F17I14_150
B3H560	B3H560_ARATH	unreviewed	Malate dehydrogenase (EC 1.1.1.37)	PMDH2 At5g09660 F17I14.150 F17I14_150
F4KDZ4	F4KDZ4_ARATH	unreviewed	Malate dehydrogenase (EC 1.1.1.37)	PMDH2 At5g09660 F17I14.150 F17I14_150
Q9ZP05	MDHX2_ARATH	reviewed	Malate dehydrogenase 2, peroxisomal (EC 1.1.1.37) (Microbody NAD-dependent malate dehydrogenase) (mbNAD-MDH) (Peroxisomal NAD-dependent malate dehydrogenase 2) (pxNAD-MDH2) (Peroxisomal malate dehydrogenase 2) (Peroxisomal MDH2)	PMDH2 At5g09660 F17I14_150 MTH16.8
Q9LXD1	RLF_ARATH	reviewed	Cytochrome b5 domain-containing protein RLF (Protein REDUCED LATERAL ROOT FORMATION)	RLF At5g09680 F17I14.130
Q304A0	MRS27_ARATH	reviewed	Magnesium transporter MRS2-7 (Magnesium Transporter 7) (AtMGT7)	MRS2-7 MGT7 At5g09690 F17I14.120
Q9LXD7	MYST2_ARATH	reviewed	Histone acetyltransferase of the MYST family 2 (EC 2.3.1.48) (Histone acetyltransferase of the GNAT/MYST superfamily 5) (MYST-like histone acetyltransferase 2)	HAM2 HAG5 At5g09740 F17I14.70 MTH16.20
Q9LXD8	HEC3_ARATH	reviewed	Transcription factor HEC3 (Basic helix-loop-helix protein 43) (AtbHLH43) (bHLH 43) (Protein HECATE 3) (Transcription factor EN 119) (bHLH transcription factor bHLH043)	HEC3 BHLH43 EN119 At5g09750 F17I14.60
Q8LD39	Q8LD39_ARATH	unreviewed	At5g09770 (Ribosomal protein L17 family protein) (Ribsomal protein-like)	At5g09770 F17I14.40 F17I14_40
Q9LXE1	REM23_ARATH	reviewed	B3 domain-containing protein REM23 (Protein REPRODUCTIVE MERISTEM 23)	REM23 At5g09780 F17I14.30
Q8VZJ1	ATXR5_ARATH	reviewed	Histone-lysine N-methyltransferase ATXR5 (EC 2.1.1.43) (Protein SET DOMAIN GROUP 15) (Trithorax-related protein 5) (TRX-related protein 5)	ATXR5 SDG15 SET15 At5g09790 17I14.20 MTH16.26
Q9LXE3	PUB28_ARATH	reviewed	U-box domain-containing protein 28 (EC 2.3.2.27) (Plant U-box protein 28) (RING-type E3 ubiquitin transferase PUB28)	PUB28 At5g09800 F17I14_10 MTH16.27
P53492	ACT7_ARATH	reviewed	Actin-7 (Actin-2)	ACT7 At5g09810 MYH9.2
F4KFC4	F4KFC4_ARATH	unreviewed	Plastid-lipid associated protein PAP / fibrillin family protein	MYH9.3 MYH9_3 At5g09820
Q5M755	PAP7_ARATH	reviewed	Probable plastid-lipid-associated protein 7, chloroplastic (Fibrillin-5)	PAP7 FBN5 FIB5 At5g09820 MYH9.3
Q9FIC3	BOLA2_ARATH	reviewed	Protein BOLA2	BOLA2 At5g09830 MYH9.4
F4KFC9	F4KFC9_ARATH	unreviewed	Nuclear matrix protein-like protein	THO1 AtHPR1 AtTHO1 HPR1 MYH9.7 MYH9_7 At5g09860
Q93VM9	THOC1_ARATH	reviewed	THO complex subunit 1 (AtTHO1) (HPR1 homolog) (AtHPR1)	THO1 EMU HPR1 At5g09860 MYH9.7
Q8L778	CESA5_ARATH	reviewed	Cellulose synthase A catalytic subunit 5 [UDP-forming] (AtCesA5) (EC 2.4.1.12)	CESA5 At5g09870 MYH9.8
B3H6B0	B3H6B0_ARATH	unreviewed	26S proteasome regulatory subunit, putative (RPN5)	EMB2107 EMBRYO DEFECTIVE 2107 MARIPOSA MSA MYH9.11 MYH9_11 RPN5A At5g09900
F4KFD7	F4KFD7_ARATH	unreviewed	26S proteasome regulatory subunit, putative (RPN5)	EMB2107 EMBRYO DEFECTIVE 2107 MARIPOSA MSA MYH9.11 MYH9_11 RPN5A At5g09900
Q9FIB6	PS12A_ARATH	reviewed	26S proteasome non-ATPase regulatory subunit 12 homolog A (26S proteasome regulatory subunit RPN5a) (AtRPN5a) (26S proteasome regulatory subunit p55 homolog A) (Protein EMBRYO DEFECTIVE 2107) (Protein MARIPOSA)	RPN5A EMB2107 MSA At5g09900 MYH9.11
O48890	NRPB4_ARATH	reviewed	DNA-directed RNA polymerase II subunit 4 (15.9 kDa subunit of RNA polymerase II) (DNA-directed RNA polymerase II subunit D)	NRPB4 RPB15.9 RPB4 At5g09920 MYH9.13
F4KFE9	F4KFE9_ARATH	unreviewed	Transmembrane protein	At5g09995
F4KFF0	F4KFF0_ARATH	unreviewed	Transmembrane protein	At5g09995
Q8GW90	Q8GW90_ARATH	unreviewed	Transmembrane protein	At5g09995
Q0WR59	Y5020_ARATH	reviewed	Probable inactive receptor kinase At5g10020	At5g10020 T31P16.10 T31P16_9
Q39162	TGA4_ARATH	reviewed	Transcription factor TGA4 (Ocs element-binding factor 4) (OBF4) (bZIP transcription factor 57) (AtbZIP57)	TGA4 BZIP57 OBF4 At5g10030 T31P16_20
Q8GUK8	Q8GUK8_ARATH	unreviewed	At5g10060 (ENTH/VHS family protein)	At5g10060 T31P16.50 T31P16_50
Q8VZV8	Q8VZV8_ARATH	unreviewed	DNA-directed RNA polymerase subunit beta	At5g10110 T31P16.100 T31P16_100
A5JM49	A5JM49_ARATH	unreviewed	Flowering locus C beta splice variant (K-box region and MADS-box transcription factor family protein)	FLC AGAMOUS-like 25 AGL25 FLF FLOWERING LOCUS C FLOWERING LOCUS F REDUCED STEM BRANCHING 6 RSB6 At5g10140 T31P16.130 T31P16_130
Q58T14	Q58T14_ARATH	unreviewed	Flowering locus C protein (K-box region and MADS-box transcription factor family protein)	FLC AGAMOUS-like 25 AGL25 FLF FLOWERING LOCUS C FLOWERING LOCUS F REDUCED STEM BRANCHING 6 RSB6 At5g10140 T31P16.130 T31P16_130
Q58T15	Q58T15_ARATH	unreviewed	Flowering locus C protein (K-box region and MADS-box transcription factor family protein)	FLC AGAMOUS-like 25 AGL25 FLF FLOWERING LOCUS C FLOWERING LOCUS F REDUCED STEM BRANCHING 6 RSB6 At5g10140 T31P16.130 T31P16_130
Q9S7Q7	FLC_ARATH	reviewed	MADS-box protein FLOWERING LOCUS C (MADS-box protein FLOWERING LOCUS F)	FLC FLF At5g10140 T31P16.130
Q9LX13	Q9LX13_ARATH	unreviewed	(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase-like protein (At5g10160) (Thioesterase superfamily protein)	At5g10160 T31P16.150 T31P16_150
Q9LX12	INO3_ARATH	reviewed	Probable inositol 3-phosphate synthase isozyme 3 (AtIPS3) (MIP synthase 3) (EC 5.5.1.4) (Myo-inositol 1-phosphate synthase 3) (AtMIPS 3) (MI-1-P synthase 3)	IPS3 MIPS3 At5g10170 T31P16_160
O04722	SUT21_ARATH	reviewed	Sulfate transporter 2.1 (AST68)	SULTR2;1 At5g10180 T31P16_170
Q9C5L6	Q9C5L6_ARATH	unreviewed	Major facilitator superfamily protein	At5g10190 F18D22.5
Q0WMT6	Q0WMT6_ARATH	unreviewed	ARM-repeat/Tetratricopeptide repeat (TPR)-like protein	At5g10200 F18D22.1
Q9LX09	Q9LX09_ARATH	unreviewed	At5g10210 (Nitric oxide synthase-interacting protein)	T31P16_200 At5g10210 F18D22.2
Q9LX08	ANXD6_ARATH	reviewed	Annexin D6 (AnnAt6)	ANN6 ANNAT6 At5g10220 F18D22.3 T31P16_210
F4KGS3	F4KGS3_ARATH	unreviewed	Asparagine synthetase 3	ASN3 asparagine synthetase 3 At5g10240 F18D22.10 F18D22_10
Q9LFU1	ASNS3_ARATH	reviewed	Asparagine synthetase [glutamine-hydrolyzing] 3 (EC 6.3.5.4) (Glutamine-dependent asparagine synthetase 3)	ASN3 At5g10240 F18D22.10 T31P16.230
Q9LFT8	CDKC1_ARATH	reviewed	Cyclin-dependent kinase C-1 (CDKC;1) (EC 2.7.11.22) (EC 2.7.11.23)	CDKC-1 At5g10270 F18D22.40
Q9SBF3	MYB92_ARATH	reviewed	Transcription factor MYB92 (Myb-related protein 92) (AtMYB92)	MYB92 At5g10280 F18D22_50
C0LGT1	Y5129_ARATH	reviewed	Probable LRR receptor-like serine/threonine-protein kinase At5g10290 (EC 2.7.11.1)	At5g10290 F18D22.60
Q9LFT6	HNL_ARATH	reviewed	Alpha-hydroxynitrile lyase (AtHNL) (EC 4.1.2.10) ((R)-hydroxynitrile lyase) ((R)-oxynitrilase) (Methylesterase 5) (AtMES5)	HNL MES5 At5g10300 F18D22_70
Q9LX90	PABN3_ARATH	reviewed	Polyadenylate-binding protein 3 (AtPabN2) (AtPabN3) (Poly(A)-binding protein 3) (Nuclear poly(A)-binding protein 3) (Poly(A)-binding protein III) (PABIII)	PABN3 At5g10350 F12B17.300
F4KGU2	F4KGU2_ARATH	unreviewed	Ribosomal protein S6e	EMB3010 embryo defective 3010 RPS6B At5g10360 F12B17.290 F12B17_290
P51430	RS62_ARATH	reviewed	40S ribosomal protein S6-2 (Protein EMBRYO DEFECTIVE 3010)	RPS6B EMB3010 RPS6 At5g10360 F12B17_290
Q9LX93	ATL55_ARATH	reviewed	E3 ubiquitin-protein ligase RING1 (EC 2.3.2.27) (RING-H2 finger protein ATL55) (RING-type E3 ubiquitin transferase ATL55)	ATL55 RING1 At5g10380 F12B17_270
Q1PDX9	DTX26_ARATH	reviewed	Protein DETOXIFICATION 26 (AtDTX26) (Multidrug and toxic compound extrusion protein 26) (MATE protein 26)	DTX26 At5g10420 F12B17_230
Q0WQN9	CCD42_ARATH	reviewed	Cyclin-D4-2 (G1/S-specific cyclin-D4-2) (CycD4;2)	CYCD4-2 At5g10440 F12B17.210
F4KGV2	F4KGV2_ARATH	unreviewed	G-box regulating factor 6	GRF6 14-3-3LAMBDA 14-3-3lambda AFT1 G-box regulating factor 6 GF14 LAMBDA At5g10450 F12B17.200 F12B17_200
F4KGV5	F4KGV5_ARATH	unreviewed	G-box regulating factor 6	GRF6 14-3-3LAMBDA 14-3-3lambda AFT1 G-box regulating factor 6 GF14 LAMBDA At5g10450 F12B17.200 F12B17_200
P48349	14336_ARATH	reviewed	14-3-3-like protein GF14 lambda (14-3-3-like protein AFT1) (14-3-3-like protein RCI2) (General regulatory factor 6)	GRF6 AFT1 RCI2 At5g10450 F12B17_200
Q9LX99	KN14A_ARATH	reviewed	Kinesin-like protein KIN-14A (Geminivirus Rep-interacting motor protein) (Geminivirus replication protein-interacting protein) (Kinesin CDKA-1-associated protein 1) (Kinesin-like protein KCA1) (Kinesin-like protein for actin-based chloroplast movement 1)	KIN14A GRIMP KAC1 KCA1 KSN1 TH65 At5g10470 F12B17.180
F4KGW0	F4KGW0_ARATH	unreviewed	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase (EC 4.2.1.134)	PAS2 PASTICCINO 2 PEP PEPINO At5g10480 F12B17.170 F12B17_170
Q8VZB2	HACD_ARATH	reviewed	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase PASTICCINO 2 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase PASTICCINO 2) (AtPAS2) (HACD) (HCD) (Protein PEPINO) (PEP) (Protein tyrosine phosphatase-like protein)	PAS2 PEP At5g10480 F12B17.170
Q8LPQ1	NET2C_ARATH	reviewed	Protein NETWORKED 2C	NET2C At5g10500 F12B17.150
F4KGW7	F4KGW7_ARATH	unreviewed	AINTEGUMENTA-like 6	AIL6 AINTEGUMENTA-like 6 PLETHORA 3 PLT3 At5g10510 F12B17.140 F12B17_140
F4KGW9	F4KGW9_ARATH	unreviewed	AINTEGUMENTA-like 6	AIL6 AINTEGUMENTA-like 6 PLETHORA 3 PLT3 At5g10510 F12B17.140 F12B17_140
Q52QU2	AIL6_ARATH	reviewed	AP2-like ethylene-responsive transcription factor AIL6 (Protein AINTEGUMENTA-LIKE 6)	AIL6 At5g10510 F12B17.140
Q8H1D6	RBK1_ARATH	reviewed	Receptor-like cytosolic serine/threonine-protein kinase RBK1 (EC 2.7.11.1) (Protein ROP BINDING PROTEIN KINASES 1)	RBK1 At5g10520 F12B17.130
Q9LXA5	LRK91_ARATH	reviewed	L-type lectin-domain containing receptor kinase IX.1 (LecRK-IX.1) (EC 2.7.11.1)	LECRK91 At5g10530 F12B17.120
Q949P2	COPDA_ARATH	reviewed	Probable cytosolic oligopeptidase A (EC 3.4.24.70) (Thimet metalloendopeptidase 2) (Zincin-like metalloproteases family protein 2)	CYOP TOP2 At5g10540 F12B17.110
Q9LXA7	GTE2_ARATH	reviewed	Transcription factor GTE2 (Bromodomain-containing protein GTE2) (Protein GLOBAL TRANSCRIPTION FACTOR GROUP E2)	GTE2 At5g10550 F12B17_100
Q9LXA9	BH061_ARATH	reviewed	Transcription factor bHLH61 (Basic helix-loop-helix protein 61) (AtbHLH61) (bHLH 61) (Transcription factor EN 46) (bHLH transcription factor bHLH061)	BHLH61 EN46 At5g10570 F12B17.80
F4KI75	F4KI75_ARATH	unreviewed	Uncharacterized protein	At5g10580 F12B17.70 F12B17_70
Q9LXB0	Q9LXB0_ARATH	unreviewed	AT5g10580/F12B17_70	At5g10580 F12B17.70 F12B17_70
Q9LXB3	Q9LXB3_ARATH	unreviewed	Cytochrome P450, family 81, subfamily K, polypeptide 1 (Cytochrome P450-like protein)	''cytochrome P450 CYP81K1 cytochrome P450 family 81 polypeptide 1 polypeptide 1'' subfamily K At5g10610 F12B17.40 F12B17_40
F4KI97	F4KI97_ARATH	unreviewed	Centromere protein O	MAJ23.70 MAJ23_70 At5g10710
Q8GUP4	Q8GUP4_ARATH	unreviewed	Centromere protein O	MAJ23.70 MAJ23_70 At5g10710
Q3S4A7	AHK5_ARATH	reviewed	Histidine kinase 5 (EC 2.7.13.3) (Arabidopsis histidine kinase 5) (AtHK5) (Protein AUTHENTIC HIS-KINASE 5) (Protein CYTOKININ-INDEPENDENT 2)	AHK5 CKI2 At5g10720 MAJ23.80
Q93VH5	Q93VH5_ARATH	unreviewed	AT5g10730/MAJ23_90 (NAD(P)-binding Rossmann-fold superfamily protein)	MAJ23.90 MAJ23_90 At5g10730
Q8LAY8	P2C69_ARATH	reviewed	Probable protein phosphatase 2C 69 (AtPP2C69) (EC 3.1.3.16)	At5g10740 MAJ23.3 T30N20.10
F4KIA8	RRC1L_ARATH	reviewed	Protein RRC1-like (Reduced red-light responses in CRY1CRY2 background 1-like protein)	At5g10800 T30N20.70
Q96319	ERH_ARATH	reviewed	Enhancer of rudimentary homolog	At5g10810 T30N20_80
Q9LEV7	FBT6_ARATH	reviewed	Probable folate-biopterin transporter 6	At5g10820 T30N20_90
Q9LEV6	Q9LEV6_ARATH	unreviewed	At5g10830 (Embryonic abundant protein-like) (S-adenosyl-L-methionine-dependent methyltransferases superfamily protein)	At5g10830 T30N20.100 T30N20_100
F4KIB2	TMN8_ARATH	reviewed	Transmembrane 9 superfamily member 8 (Endomembrane protein 1) (Transmembrane nine protein 8) (AtTMN8)	TMN8 EMP1 At5g10840 T30N20_110
Q9LEV3	CBSX3_ARATH	reviewed	CBS domain-containing protein CBSX3, mitochondrial	CBSX3 At5g10860 T30N20.130
Q9LEU8	ARLY_ARATH	reviewed	Argininosuccinate lyase, chloroplastic (EC 4.3.2.1) (Arginosuccinase)	At5g10920 T30N20.190
Q9LEU7	CIPK5_ARATH	reviewed	CBL-interacting serine/threonine-protein kinase 5 (EC 2.7.11.1) (SNF1-related kinase 3.24) (SOS2-like protein kinase PKS19)	CIPK5 PKS19 SnRK3.24 At5g10930 T30N20.200
Q94BQ3	Q94BQ3_ARATH	unreviewed	Transducin family protein / WD-40 repeat family protein	ASG2 ALTERED SEED GERMINATION 2 At5g10940 T30N20.210 T30N20_210
Q9LEU6	Q9LEU6_ARATH	unreviewed	Transducin family protein / WD-40 repeat family protein	ALTERED SEED GERMINATION 2 ASG2 At5g10940 T30N20.210 T30N20_210
P59169	H33_ARATH	reviewed	Histone H3.3 (Histone H3.2)	HTR4 At4g40030 T5J17.200; HTR5 At4g40040 T5J17.210; HTR8 At5g10980 T30N20_250 T5K6.6
F4JWD6	F4JWD6_ARATH	unreviewed	Aberrant root formation protein	ALF4 At5g11030 T5K6.20 T5K6_20
Q84VX3	ALF4_ARATH	reviewed	Aberrant root formation protein 4	ALF4 At5g11030 T5K6.20
Q9FY61	TR120_ARATH	reviewed	Trafficking protein particle complex II-specific subunit 120 homolog (AtTRS120) (TRAPP II-specific subunit 120 homolog) (Protein VASCULAR NETWORK DEFECTIVE 4)	TRS120 VAN4 At5g11040 T5K6.30
Q9FY60	MYB64_ARATH	reviewed	Transcription factor MYB64 (Myb-related protein 64) (AtMYB64) (Protein UAS-TAGGED ROOT PATTERNING 10)	MYB64 URP10 At5g11050 T5K6.40
P48001	KNAT4_ARATH	reviewed	Homeobox protein knotted-1-like 4 (Protein KNAT4)	KNAT4 At5g11060 T5K6_50
Q9FY58	Q9FY58_ARATH	unreviewed	Uncharacterized protein At5g11070 (Uncharacterized protein T5K6_60)	At5g11070 T5K6.60 T5K6_60
Q9FY56	Q9FY56_ARATH	unreviewed	At5g11090 (Serine-rich protein) (Serine-rich protein-like protein)	At5g11090 T5K6.80 T5K6_80
Q9LFP1	VA713_ARATH	reviewed	Vesicle-associated membrane protein 713 (AtVAMP713)	VAMP713 At5g11150 F2I11.40
Q9LFP0	APT5_ARATH	reviewed	Adenine phosphoribosyltransferase 5 (AtAPT5) (EC 2.4.2.7)	APT5 At5g11160 F2I11.50
F4JWF3	F4JWF3_ARATH	unreviewed	DEAD/DEAH box RNA helicase family protein	UAP56a homolog of human UAP56 a At5g11170 F2I11.60 F2I11_60
Q56XG6	RH15_ARATH	reviewed	DEAD-box ATP-dependent RNA helicase 15 (EC 3.6.4.13) (UAP56 homolog A)	RH15 UAP56A At5g11170 F2I11.60
Q9LFN7	SHN2_ARATH	reviewed	Ethylene-responsive transcription factor SHINE 2	SHN2 ERF004 At5g11190 F2I11.80
F4JWF6	F4JWF6_ARATH	unreviewed	DEAD/DEAH box RNA helicase family protein	UAP56b homolog of human UAP56 b At5g11200 F2I11.90 F2I11_90
F4JWF7	F4JWF7_ARATH	unreviewed	DEAD/DEAH box RNA helicase family protein	UAP56b homolog of human UAP56 b At5g11200 F2I11.90 F2I11_90
Q9LFN6	RH56_ARATH	reviewed	DEAD-box ATP-dependent RNA helicase 56 (EC 3.6.4.13) (UAP56 homolog B)	RH56 UAP56B At5g11200 F2I11.90
O24646	HY5_ARATH	reviewed	Transcription factor HY5 (Protein LONG HYPOCOTYL 5) (bZIP transcription factor 56) (AtbZIP56)	HY5 BZIP56 At5g11260 F2I11_150
Q8H0V5	OCP3_ARATH	reviewed	Protein OVEREXPRESSOR OF CATIONIC PEROXIDASE 3	OCP3 At5g11270 F2I11.160
Q147G5	CCA22_ARATH	reviewed	Cyclin-A2-2 (Cyc3b-At) (Cyclin-3b) (G2/mitotic-specific cyclin-A2-2) (CycA2;2)	CYCA2-2 CYC3B At5g11300 F2I11.190
Q9LFM3	Q9LFM3_ARATH	unreviewed	Acyl-CoA N-acyltransferases (NAT) superfamily protein (At5g11340) (Separation anxiety protein-like)	At5g11340 F2I11.230 F2I11_230
Q8L7E5	WIT1_ARATH	reviewed	WPP domain-interacting tail-anchored protein 1	WIT1 At5g11390 F2I11.280
Q9LYE5	CID5_ARATH	reviewed	Polyadenylate-binding protein-interacting protein 5 (PABP-interacting protein 5) (Poly(A)-binding protein-interacting protein 5) (PAM2-containing protein CID5) (Protein CTC-INTERACTING DOMAIN 5) (Protein INCREASED POLYPLOIDY LEVEL IN DARKNESS 1)	CID5 IPD1 At5g11440 F15N18_30
P82715	PPD5_ARATH	reviewed	PsbP domain-containing protein 5, chloroplastic (OEC23-like protein 6) (PsbP-related thylakoid lumenal protein 4) (Thylakoid lumenal 35.8 kDa protein)	PPD5 At5g11450 F15N18.40
F4JXV9	F4JXV9_ARATH	unreviewed	Beta-adaptin-like protein	At5g11490
Q9LDK9	APBLA_ARATH	reviewed	Beta-adaptin-like protein A (At-bA-Ad) (At-betaA-Ad) (AP complex subunit beta-A) (Adaptor protein complex AP subunit beta-A) (Beta-adaptin A) (Clathrin assembly protein complex beta large chain A)	BETAA-AD At5g11490 F15N18.80
F4JXW2	F4JXW2_ARATH	unreviewed	Coiled-coil protein	At5g11500 F15N18.90 F15N18_90
Q9LYE1	Q9LYE1_ARATH	unreviewed	Coiled-coil protein	At5g11500 F15N18.90 F15N18_90
F4JXW4	F4JXW4_ARATH	unreviewed	Myb domain protein 3r-4	MYB3R-4 AtMYB3R4 myb domain protein 3r-4 myb domain protein 3R4 At5g11510 F15N18.100 F15N18_100
Q94FL9	MB3R4_ARATH	reviewed	Transcription factor MYB3R-4 (Myb-related protein 3R-4) (Protein ENHANCED DEFECTIVE CYTOKINESIS)	MYB3R4 EDC At5g11510 F15N18.100
P46644	AAT3_ARATH	reviewed	Aspartate aminotransferase 3, chloroplastic (EC 2.6.1.1) (Protein YELLOW-LEAF-SPECIFIC GENE 4) (Transaminase A)	ASP3 YLS4 At5g11520 F15N18.110
Q9LYD9	EMF1_ARATH	reviewed	Protein EMBRYONIC FLOWER 1	EMF1 At5g11530 F15N18.120
Q9LYD7	Q9LYD7_ARATH	unreviewed	ARM repeat superfamily protein	At5g11550 F15N18.140 F15N18_140
Q9LYD3	DREB3_ARATH	reviewed	Dehydration-responsive element-binding protein 3 (Protein TINY 2)	DREB3 ERF041 TINY2 At5g11590 F15N18.180
Q9LYG8	Q9LYG8_ARATH	unreviewed	PHD family protein (SWIM zinc finger family protein / mitogen-activated protein kinase kinase kinase (MAPKKK)-like protein)	At5g11620 At5g11620/T22P22_10 T22P22.10 T22P22_10
Q9LYG5	Q9LYG5_ARATH	unreviewed	Alpha/beta-Hydrolases superfamily protein (At5g11650) (Lysophospholipase-like protein)	At5g11650 T22P22.40 T22P22_40
